Index,title,artist,image,rank,year
3253,Gummo,6ix9ine,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg,56,2018
3254,Plug Walk,Rich The Kid,https://charts-static.billboard.com/img/2018/02/rich-the-kid-zlg-53x53.jpg,57,2018
3255,Wait,Maroon 5,https://charts-static.billboard.com/img/2017/11/maroon-5-9st-53x53.jpg,58,2018
3256,Be Careful,Cardi B,https://charts-static.billboard.com/img/2018/04/cardi-b-mts-be-careful-q5e-53x53.jpg,59,2018
3257,Wolves,Selena Gomez X Marshmello,https://charts-static.billboard.com/img/2017/11/selena-gomez-scg-53x53.jpg,60,2018
3258,Bartier Cardi,Cardi B Featuring 21 Savage,https://charts-static.billboard.com/img/2018/01/cardi-b-mts-53x53.jpg,61,2018
3259,God Is A Woman,Ariana Grande,https://charts-static.billboard.com/img/2018/07/ariana-grande-nxo-god-is-a-woman-nlc-53x53.jpg,62,2018
3260,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",https://charts-static.billboard.com/img/2018/06/yg-fg4-53x53.jpg,63,2018
3261,Sorry Not Sorry,Demi Lovato,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg,64,2018
3262,How Long,Charlie Puth,https://charts-static.billboard.com/img/2017/10/charlie-puth-ge7-how-long-2rr-53x53.jpg,65,2018
3263,Lights Down Low,MAX Featuring gnash,https://charts-static.billboard.com/img/2017/03/max-1-32c-53x53.jpg,66,2018
3264,Young Dumb & Broke,Khalid,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg,67,2018
3265,One Kiss,Calvin Harris & Dua Lipa,https://charts-static.billboard.com/img/2018/04/calvin-harris-s9n-53x53.jpg,68,2018
3266,Natural,Imagine Dragons,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,69,2018
3267,You Make It Easy,Jason Aldean,https://charts-static.billboard.com/img/2018/02/jason-aldean-sa0-53x53.jpg,70,2018
3268,Shape Of You,Ed Sheeran,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg,71,2018
3269,I Get The Bag,Gucci Mane Featuring Migos,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg,72,2018
3270,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",https://charts-static.billboard.com/img/2018/08/dj-khaled-abf-53x53.jpg,73,2018
3271,Plain Jane,A$AP Ferg Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/aap-ferg-vp1-53x53.jpg,74,2018
3272,Sky Walker,Miguel Featuring Travis Scott,https://charts-static.billboard.com/img/2017/09/miguel-y6r-53x53.jpg,75,2018
3273,Marry Me,Thomas Rhett,https://charts-static.billboard.com/img/2012/02/thomas-rhett-gl5-53x53.jpg,76,2018
3274,Eastside,"benny blanco, Halsey & Khalid",https://charts-static.billboard.com/img/2018/07/benny-blanco-000-eastside-70k-53x53.jpg,77,2018
3275,Call Out My Name,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,78,2018
3276,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",https://charts-static.billboard.com/img/2010/10/kendrick-lamar-qv4-53x53.jpg,79,2018
3277,Happier,Marshmello & Bastille,https://charts-static.billboard.com/img/2018/08/marshmello-9ph-happier-p74-53x53.jpg,80,2018
3278,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",https://charts-static.billboard.com/img/2018/04/casper-magico-000-53x53.jpg,81,2018
3279,Simple,Florida Georgia Line,https://charts-static.billboard.com/img/2018/06/florida-georgia-line-wbf-53x53.jpg,82,2018
3280,Lemon,N*E*R*D & Rihanna,https://charts-static.billboard.com/img/2017/11/nerd-yfk-53x53.jpg,83,2018
3281,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,84,2018
3282,Say Something,Justin Timberlake Featuring Chris Stapleton,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-53x53.jpg,85,2018
3283,I'm Upset,Drake,https://charts-static.billboard.com/img/2018/06/drake-hq6-im-upset-raz-53x53.jpg,86,2018
3284,Get Along,Kenny Chesney,https://charts-static.billboard.com/img/2018/04/kenny-chesney-0nz-53x53.jpg,87,2018
3285,Moonlight,XXXTENTACION,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg,88,2018
3286,What Lovers Do,Maroon 5 Featuring SZA,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg,89,2018
3287,X,Nicky Jam x J Balvin,https://charts-static.billboard.com/img/2018/03/nicky-jam-x-j-balvin-fbl-53x53.jpg,90,2018
3288,Outside Today,YoungBoy Never Broke Again,https://charts-static.billboard.com/img/2017/06/youngboy-never-broke-again-n3g-53x53.jpg,91,2018
3289,Trip,Ella Mai,https://charts-static.billboard.com/img/2018/08/ella-mai-fle-53x53.jpg,92,2018
3290,Dura,Daddy Yankee,https://charts-static.billboard.com/img/2018/02/daddy-yankee-1tx-53x53.jpg,93,2018
3291,Changes,XXXTENTACION,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg,94,2018
3292,Mercy,Brett Young,https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg,95,2018
3293,One Number Away,Luke Combs,https://charts-static.billboard.com/img/2017/06/luke-combs-y14-53x53.jpg,96,2018
3294,Powerglide,Rae Sremmurd & Juicy J,https://charts-static.billboard.com/img/2018/03/rae-sremmurd-f07-53x53.jpg,97,2018
3295,IDGAF,Dua Lipa,https://charts-static.billboard.com/img/2018/01/dua-lipa-5k0-idgaf-for-53x53.jpg,98,2018
3296,Mi Gente,J Balvin & Willy William Featuring Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-k1u-mi-gente-i6i-53x53.jpg,99,2018
3297,Believer,Imagine Dragons,https://charts-static.billboard.com/img/2017/02/imagine-dragons-wca-believer-ptm-53x53.jpg,100,2018
3298,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,https://charts-static.billboard.com/img/2019/03/lil-nas-x-zl6-old-town-road-4gg-53x53.jpg,1,2019
3299,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,https://charts-static.billboard.com/img/2018/10/post-malone-tp6-sunflower-spiderman-into-the-spiderverse-knj-53x53.jpg,2,2019
3300,Without Me,Halsey,https://charts-static.billboard.com/img/2018/10/halsey-7xl-without-me-fsb-53x53.jpg,3,2019
3301,Bad Guy,Billie Eilish,https://charts-static.billboard.com/img/2019/04/billie-eilish-acb-bad-guy-7mt-53x53.jpg,4,2019
3302,Wow.,Post Malone,https://charts-static.billboard.com/img/2019/01/post-malone-tp6-wow-wzo-53x53.jpg,5,2019
3303,Happier,Marshmello & Bastille,https://charts-static.billboard.com/img/2018/08/marshmello-9ph-happier-p74-53x53.jpg,6,2019
3304,7 Rings,Ariana Grande,https://charts-static.billboard.com/img/2019/01/ariana-grande-ypy-7-rings-8ag-53x53.jpg,7,2019
3305,Talk,Khalid,https://charts-static.billboard.com/img/2019/02/khalid-p0u-talk-1dz-53x53.jpg,8,2019
3306,Sicko Mode,Travis Scott,https://charts-static.billboard.com/img/2018/08/travis-scott-jll-53x53.jpg,9,2019
3307,Sucker,Jonas Brothers,https://charts-static.billboard.com/img/2019/03/jonas-brothers-hnh-sucker-1yg-53x53.jpg,10,2019
3308,High Hopes,Panic! At The Disco,https://charts-static.billboard.com/img/2018/06/panic-at-the-disco-git-high-hopes-5p8-53x53.jpg,11,2019
3309,"Thank U, Next",Ariana Grande,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-53x53.jpg,12,2019
3310,Truth Hurts,Lizzo,https://charts-static.billboard.com/img/2019/05/lizzo-w3u-truth-hurts-tmm-53x53.jpg,13,2019
3311,Dancing With A Stranger,Sam Smith & Normani,https://charts-static.billboard.com/img/2019/01/sam-smith-9q2-dancing-with-a-stranger-6cj-53x53.jpg,14,2019
3312,Senorita,Shawn Mendes & Camila Cabello,https://charts-static.billboard.com/img/2019/06/shawn-mendes-drf-senorita-qa7-53x53.jpg,15,2019
3313,I Don't Care,Ed Sheeran & Justin Bieber,https://charts-static.billboard.com/img/2019/05/ed-sheeran-buv-i-dont-care-w7v-53x53.jpg,16,2019
3314,Eastside,"benny blanco, Halsey & Khalid",https://charts-static.billboard.com/img/2018/07/benny-blanco-000-eastside-70k-53x53.jpg,17,2019
3315,Going Bad,Meek Mill Featuring Drake,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-53x53.jpg,18,2019
3316,Shallow,Lady Gaga & Bradley Cooper,https://charts-static.billboard.com/img/2018/10/lady-gaga-gyl-53x53.jpg,19,2019
3317,Better,Khalid,https://charts-static.billboard.com/img/2018/09/khalid-p0u-53x53.jpg,20,2019
3318,No Guidance,Chris Brown Featuring Drake,https://charts-static.billboard.com/img/2019/06/chris-brown-abf-no-guidance-yi0-53x53.jpg,21,2019
3319,Girls Like You,Maroon 5 Featuring Cardi B,https://charts-static.billboard.com/img/2018/06/maroon-5-9st-girls-like-you-32b-53x53.jpg,22,2019
3320,Sweet But Psycho,Ava Max,https://charts-static.billboard.com/img/2018/11/ava-max-k5u-sweet-but-psycho-suq-53x53.jpg,23,2019
3321,Suge,DaBaby,https://charts-static.billboard.com/img/2019/03/dababy-yo9-53x53.jpg,24,2019
3322,Middle Child,J. Cole,https://charts-static.billboard.com/img/2019/02/j-cole-s1s-middle-child-1z0-53x53.jpg,25,2019
3323,Drip Too Hard,Lil Baby & Gunna,https://charts-static.billboard.com/img/2018/09/lil-baby-nwx-53x53.jpg,26,2019
3324,Someone You Loved,Lewis Capaldi,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0-53x53.jpg,27,2019
3325,Ran$om,Lil Tecca,https://charts-static.billboard.com/img/2019/06/lil-tecca-d66-ran$om-s4s-53x53.jpg,28,2019
3326,If I Can't Have You,Shawn Mendes,https://charts-static.billboard.com/img/2019/05/shawn-mendes-drf-if-i-cant-have-you-2w4-53x53.jpg,29,2019
3327,Goodbyes,Post Malone Featuring Young Thug,https://charts-static.billboard.com/img/2019/07/post-malone-1vw-goodbyes-b73-53x53.jpg,30,2019
3328,ZEZE,Kodak Black Featuring Travis Scott & Offset,https://charts-static.billboard.com/img/2018/10/kodak-black-fap-53x53.jpg,31,2019
3329,Better Now,Post Malone,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,32,2019
3330,Youngblood,5 Seconds Of Summer,https://charts-static.billboard.com/img/2018/04/5-seconds-of-summer-deq-53x53.jpg,33,2019
3331,Money In The Grave,Drake Featuring Rick Ross,https://charts-static.billboard.com/img/2019/06/drake-hq6-money-in-the-grave-7rt-53x53.jpg,34,2019
3332,Speechless,Dan + Shay,https://charts-static.billboard.com/img/2018/06/dan-shay-aqf-speechless-mhy-53x53.jpg,35,2019
3333,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,https://charts-static.billboard.com/img/2019/02/ariana-grande-ypy-break-up-with-your-girlfriend-im-bored-iv2-53x53.jpg,36,2019
3334,Please Me,Cardi B & Bruno Mars,https://charts-static.billboard.com/img/2019/02/cardi-b-n38-53x53.jpg,37,2019
3335,Money,Cardi B,https://charts-static.billboard.com/img/2018/11/cardi-b-n38-53x53.jpg,38,2019
3336,You Need To Calm Down,Taylor Swift,https://charts-static.billboard.com/img/2019/06/taylor-swift-70p-you-need-to-calm-down-47l-53x53.jpg,39,2019
3337,Panini,Lil Nas X,https://charts-static.billboard.com/img/2019/07/lil-nas-x-zl6-panini-0g9-53x53.jpg,40,2019
3338,Look Back At It,A Boogie Wit da Hoodie,https://charts-static.billboard.com/img/2018/12/a-boogie-wit-da-hoodie-nk3-look-back-at-it-shz-53x53.jpg,41,2019
3339,A Lot,21 Savage,https://charts-static.billboard.com/img/2019/01/21-savage-4qv-53x53.jpg,42,2019
3340,ME!,Taylor Swift Featuring Brendon Urie,https://charts-static.billboard.com/img/2019/05/taylor-swift-70p-me-ffx-53x53.jpg,43,2019
3341,MIA,Bad Bunny Featuring Drake,https://charts-static.billboard.com/img/2018/10/bad-bunny-qln-mia-n47-53x53.jpg,44,2019
3342,Pop Out,Polo G Featuring Lil Tjay,https://charts-static.billboard.com/img/2019/03/polo-g-g7p-pop-out-mwa-53x53.jpg,45,2019
3343,Beautiful Crazy,Luke Combs,https://charts-static.billboard.com/img/2018/05/luke-combs-y14-53x53.jpg,46,2019
3344,Thotiana,Blueface,https://charts-static.billboard.com/img/2019/01/blueface-2aw-53x53.jpg,47,2019
3345,Lucid Dreams,Juice WRLD,https://charts-static.billboard.com/img/2018/05/juice-wrld-f0a-lucid-dreams-q7f-53x53.jpg,48,2019
3346,Mo Bamba,Sheck Wes,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-53x53.jpg,49,2019
3347,Beautiful People,Ed Sheeran Featuring Khalid,https://charts-static.billboard.com/img/2019/07/ed-sheeran-featuring-khalid-000-beautiful-people-qgs-53x53.jpg,50,2019
3348,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-53x53.jpg,51,2019
3349,Whiskey Glasses,Morgan Wallen,https://charts-static.billboard.com/img/2018/09/morgan-wallen-ur7-53x53.jpg,52,2019
3350,God's Country,Blake Shelton,https://charts-static.billboard.com/img/2019/04/blake-shelton-22w-gods-country-jd3-53x53.jpg,53,2019
3351,Be Alright,Dean Lewis,https://charts-static.billboard.com/img/2018/09/dean-lewis-k5z-be-alright-154-53x53.jpg,54,2019
3352,Pure Water,Mustard & Migos,https://charts-static.billboard.com/img/2019/02/mustard-000-pure-water-721-53x53.jpg,55,2019
3353,The Git Up,Blanco Brown,https://charts-static.billboard.com/img/2019/06/blanco-brown-126-the-git-up-01x-53x53.jpg,56,2019
3354,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",https://charts-static.billboard.com/img/2018/10/dj-snake-ncv-53x53.jpg,57,2019
3355,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,https://charts-static.billboard.com/img/2018/11/ellie-goulding-xqm-close-to-me-zml-53x53.jpg,58,2019
3356,Envy Me,Calboy,https://charts-static.billboard.com/img/2018/12/calboy-000-envy-me-7cr-53x53.jpg,59,2019
3357,You Say,Lauren Daigle,https://charts-static.billboard.com/img/2018/07/lauren-daigle-vvo-you-say-xf3-53x53.jpg,60,2019
3358,"Hey Look Ma, I Made It",Panic! At The Disco,https://charts-static.billboard.com/img/2018/07/panic-at-the-disco-yl6-53x53.jpg,61,2019
3359,Circles,Post Malone,https://charts-static.billboard.com/img/2019/09/post-malone-tp6-circles-sb0-53x53.jpg,62,2019
3360,Beer Never Broke My Heart,Luke Combs,https://charts-static.billboard.com/img/2019/05/luke-combs-y14-beer-never-broke-my-heart-0f7-53x53.jpg,63,2019
3361,The London,"Young Thug, J. Cole & Travis Scott",https://charts-static.billboard.com/img/2019/06/young-thug-288-the-london-qju-53x53.jpg,64,2019
3362,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,https://charts-static.billboard.com/img/2019/02/daddy-yankee-73c-con-calma-lou-53x53.jpg,65,2019
3363,Murder On My Mind,YNW Melly,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,66,2019
3364,When The Party's Over,Billie Eilish,https://charts-static.billboard.com/img/2018/11/billie-eilish-1e3-53x53.jpg,67,2019
3365,Act Up,City Girls,https://charts-static.billboard.com/img/2019/03/city-girls-7fe-53x53.jpg,68,2019
3366,I Like It,"Cardi B, Bad Bunny & J Balvin",https://charts-static.billboard.com/img/2018/04/cardi-b-n38-i-like-it-ppy-53x53.jpg,69,2019
3367,Trampoline,SHAED,https://charts-static.billboard.com/img/2018/12/shaed-ffm-trampoline-3c7-53x53.jpg,70,2019
3368,Leave Me Alone,Flipp Dinero,https://charts-static.billboard.com/img/2018/09/flipp-dinero-amv-53x53.jpg,71,2019
3369,Breathin,Ariana Grande,https://charts-static.billboard.com/img/2018/09/ariana-grande-ypy-53x53.jpg,72,2019
3370,Bury A Friend,Billie Eilish,https://charts-static.billboard.com/img/2019/02/billie-eilish-acb-bury-a-friend-rjs-53x53.jpg,73,2019
3371,Close Friends,Lil Baby,https://charts-static.billboard.com/img/2018/10/lil-baby-nwx-53x53.jpg,74,2019
3372,Baby Shark,Pinkfong,https://charts-static.billboard.com/img/2018/10/pinkfong-8b6-baby-shark-gmt-53x53.jpg,75,2019
3373,My Type,Saweetie,https://charts-static.billboard.com/img/2019/06/saweetie-g0q-53x53.jpg,76,2019
3374,Worth It,YK Osiris,https://charts-static.billboard.com/img/2019/02/yk-osiris-xz3-worth-it-owr-53x53.jpg,77,2019
3375,Only Human,Jonas Brothers,https://charts-static.billboard.com/img/2006/08/jonas-brothers-r3d-53x53.jpg,78,2019
3376,Knockin' Boots,Luke Bryan,https://charts-static.billboard.com/img/2019/04/luke-bryan-qhx-knockin-boots-28u-53x53.jpg,79,2019
3377,Trip,Ella Mai,https://charts-static.billboard.com/img/2018/08/ella-mai-fle-53x53.jpg,80,2019
3378,Rumor,Lee Brice,https://charts-static.billboard.com/img/2018/09/lee-brice-vbm-rumor-yhe-53x53.jpg,81,2019
3379,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,https://charts-static.billboard.com/img/2017/05/a-boogie-wit-da-hoodie-53x53.jpg,82,2019
3380,How Do You Sleep?,Sam Smith,https://charts-static.billboard.com/img/2019/07/sam-smith-9q2-how-do-you-sleep-vll-53x53.jpg,83,2019
3381,Baby,Lil Baby & DaBaby,https://charts-static.billboard.com/img/2019/08/lil-baby-nwx-baby-qpa-53x53.jpg,84,2019
3382,Look What God Gave Her,Thomas Rhett,https://charts-static.billboard.com/img/2019/03/thomas-rhett-2w0-look-what-god-gave-her-fdw-53x53.jpg,85,2019
3383,Good As You,Kane Brown,https://charts-static.billboard.com/img/2018/11/kane-brown-k3k-53x53.jpg,86,2019
3384,Clout,Offset Featuring Cardi B,https://charts-static.billboard.com/img/2016/09/offset-s4x-53x53.jpg,87,2019
3385,Love Lies,Khalid & Normani,https://charts-static.billboard.com/img/2018/03/khalid-p0u-love-lies-7dj-53x53.jpg,88,2019
3386,One Thing Right,Marshmello & Kane Brown,https://charts-static.billboard.com/img/2019/07/marshmello-9ph-one-thing-right-e6g-53x53.jpg,89,2019
3387,Cash Shit,Megan Thee Stallion Featuring DaBaby,https://charts-static.billboard.com/img/2019/06/megan-thee-stallion-fnn-cash-shit-a9u-53x53.jpg,90,2019
3388,Tequila,Dan + Shay,https://charts-static.billboard.com/img/2018/01/dan-shay-aqf-tequila-6pp-53x53.jpg,91,2019
3389,Shotta Flow,NLE Choppa,https://charts-static.billboard.com/img/2019/03/nle-choppa-7eu-shotta-flow-gct-53x53.jpg,92,2019
3390,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",https://charts-static.billboard.com/img/2019/08/megan-thee-stallion-fnn-hot-girl-summer-gzm-53x53.jpg,93,2019
3391,Talk You Out Of It,Florida Georgia Line,https://charts-static.billboard.com/img/2018/07/florida-georgia-line-wbf-talk-you-out-of-it-id2-53x53.jpg,94,2019
3392,Beautiful,Bazzi Featuring Camila Cabello,https://charts-static.billboard.com/img/2018/04/bazzi-3p6-53x53.jpg,95,2019
3393,Eyes On You,Chase Rice,https://charts-static.billboard.com/img/2018/05/chase-rice-olm-53x53.jpg,96,2019
3394,All To Myself,Dan + Shay,https://charts-static.billboard.com/img/2018/05/dan-shay-aqf-all-to-myself-wdv-53x53.jpg,97,2019
3395,Boyfriend,Ariana Grande & Social House,https://charts-static.billboard.com/img/2019/08/ariana-grande-ypy-boyfriend-bab-53x53.jpg,98,2019
3396,Walk Me Home,P!nk,https://charts-static.billboard.com/img/2019/03/pnk-u9h-53x53.jpg,99,2019
3397,Robbery,Juice WRLD,https://charts-static.billboard.com/img/2019/02/juice-wrld-f0a-53x53.jpg,100,2019
